ts;tagName;tagValue;quality
2018-10-15 20:00:00.000;Ctnr_W_1_2_P_MIVET_m3;1781.46;0
2018-10-15 20:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;7114;0
2018-10-15 20:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;2421;0
2018-10-15 20:00:00.000;ECS_H_1_1_P_MIECT_kWh;25288;0
2018-10-15 20:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;230.73;0
2018-10-15 20:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-10-15 20:00:00.000;LclTcnq22_E_2_5_P_MIEET_kWh;262293;0
2018-10-15 20:00:00.000;MtEclrg_E_2_1_P_MIEET_kWh;59527;0
2018-10-15 21:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4621;0
2018-10-15 21:00:00.000;Chdr_H_1_P_MIECT_kWh;192088;0
2018-10-15 21:00:00.000;Cll6_E_2_6_P_MIEET_kWh;41850;0
2018-10-15 21:00:00.000;Ctnr_W_1_2_P_MIVET_m3;1781.46;0
2018-10-15 21:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;7114;0
2018-10-15 21:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;2421;0
2018-10-15 21:00:00.000;ECS_H_1_1_P_MIECT_kWh;25288;0
2018-10-15 21:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;230.91;0
2018-10-15 21:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-10-15 21:00:00.000;LclTcnq22_E_2_5_P_MIEET_kWh;262293;0
2018-10-15 21:00:00.000;MtEclrg_E_2_1_P_MIEET_kWh;59527;0
2018-10-15 22:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4621;0
2018-10-15 22:00:00.000;Chdr_H_1_P_MIECT_kWh;192100;0
2018-10-15 22:00:00.000;Cll6_E_2_6_P_MIEET_kWh;41850;0
2018-10-15 22:00:00.000;Ctnr_W_1_2_P_MIVET_m3;1781.46;0
2018-10-15 22:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;7114;0
2018-10-15 22:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;2421;0
2018-10-15 22:00:00.000;ECS_H_1_1_P_MIECT_kWh;25288;0
2018-10-15 22:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;230.97;0
2018-10-15 22:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-10-15 22:00:00.000;LclTcnq22_E_2_5_P_MIEET_kWh;262293;0
2018-10-15 22:00:00.000;MtEclrg_E_2_1_P_MIEET_kWh;59527;0
2018-10-15 23:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4621;0
2018-10-15 23:00:00.000;Chdr_H_1_P_MIECT_kWh;192112;0
2018-10-15 23:00:00.000;Cll6_E_2_6_P_MIEET_kWh;41850;0
2018-10-15 23:00:00.000;Ctnr_W_1_2_P_MIVET_m3;1781.46;0
2018-10-15 23:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;7114;0
2018-10-15 23:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;2421;0
2018-10-15 23:00:00.000;ECS_H_1_1_P_MIECT_kWh;25288;0
2018-10-15 23:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;230.97;0
2018-10-15 23:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-10-15 23:00:00.000;LclTcnq22_E_2_5_P_MIEET_kWh;262293;0
2018-10-15 23:00:00.000;MtEclrg_E_2_1_P_MIEET_kWh;59527;0
2018-10-16 00:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4621;0
2018-10-16 00:00:00.000;Chdr_H_1_P_MIECT_kWh;192149;0
2018-10-16 00:00:00.000;Cll6_E_2_6_P_MIEET_kWh;41850;0
2018-10-16 00:00:00.000;Ctnr_W_1_2_P_MIVET_m3;1781.46;0
2018-10-16 00:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;7114;0
2018-10-16 00:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;2421;0
2018-10-16 00:00:00.000;ECS_H_1_1_P_MIECT_kWh;25305;0
2018-10-16 00:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;230.97;0
2018-10-16 00:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-10-16 00:00:00.000;LclTcnq22_E_2_5_P_MIEET_kWh;262293;0
2018-10-16 00:00:00.000;MtEclrg_E_2_1_P_MIEET_kWh;59527;0
2018-10-16 01:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4621;0
2018-10-16 01:00:00.000;Chdr_H_1_P_MIECT_kWh;192157;0
2018-10-16 01:00:00.000;Cll6_E_2_6_P_MIEET_kWh;41850;0
2018-10-16 01:00:00.000;Ctnr_W_1_2_P_MIVET_m3;1781.46;0
2018-10-16 01:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;7114;0
2018-10-16 01:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;2421;0
2018-10-16 01:00:00.000;ECS_H_1_1_P_MIECT_kWh;25306;0
2018-10-16 01:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;230.97;0
2018-10-16 01:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-10-16 01:00:00.000;LclTcnq22_E_2_5_P_MIEET_kWh;262293;0
2018-10-16 01:00:00.000;MtEclrg_E_2_1_P_MIEET_kWh;59527;0
2018-10-16 02:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4621;0
2018-10-16 02:00:00.000;Chdr_H_1_P_MIECT_kWh;192188;0
2018-10-16 02:00:00.000;Cll6_E_2_6_P_MIEET_kWh;41850;0
2018-10-16 02:00:00.000;Ctnr_W_1_2_P_MIVET_m3;1781.46;0
2018-10-16 02:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;7114;0
2018-10-16 02:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;2421;0
2018-10-16 02:00:00.000;ECS_H_1_1_P_MIECT_kWh;25328;0
2018-10-16 02:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;231.05;0
2018-10-16 02:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-10-16 02:00:00.000;LclTcnq22_E_2_5_P_MIEET_kWh;262293;0
2018-10-16 02:00:00.000;MtEclrg_E_2_1_P_MIEET_kWh;59527;0
2018-10-16 03:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4621;0
2018-10-16 03:00:00.000;Chdr_H_1_P_MIECT_kWh;192201;0
2018-10-16 03:00:00.000;Cll6_E_2_6_P_MIEET_kWh;41850;0
2018-10-16 03:00:00.000;Ctnr_W_1_2_P_MIVET_m3;1781.46;0
2018-10-16 03:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;7114;0
2018-10-16 03:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;2421;0
2018-10-16 03:00:00.000;ECS_H_1_1_P_MIECT_kWh;25330;0
2018-10-16 03:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;231.05;0
2018-10-16 03:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-10-16 03:00:00.000;LclTcnq22_E_2_5_P_MIEET_kWh;262293;0
2018-10-16 03:00:00.000;MtEclrg_E_2_1_P_MIEET_kWh;59527;0
2018-10-16 04:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4621;0
2018-10-16 04:00:00.000;Chdr_H_1_P_MIECT_kWh;192207;0
2018-10-16 04:00:00.000;Cll6_E_2_6_P_MIEET_kWh;41850;0
2018-10-16 04:00:00.000;Ctnr_W_1_2_P_MIVET_m3;1781.46;0
2018-10-16 04:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;7114;0
2018-10-16 04:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;2421;0
2018-10-16 04:00:00.000;ECS_H_1_1_P_MIECT_kWh;25330;0
2018-10-16 04:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;231.05;0
2018-10-16 04:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-10-16 04:00:00.000;LclTcnq22_E_2_5_P_MIEET_kWh;262293;0
2018-10-16 04:00:00.000;MtEclrg_E_2_1_P_MIEET_kWh;59527;0
2018-10-16 05:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4621;0
2018-10-16 05:00:00.000;Chdr_H_1_P_MIECT_kWh;192214;0
2018-10-16 05:00:00.000;Cll6_E_2_6_P_MIEET_kWh;41850;0
2018-10-16 05:00:00.000;Ctnr_W_1_2_P_MIVET_m3;1781.46;0
2018-10-16 05:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;7114;0
2018-10-16 05:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;2421;0
2018-10-16 05:00:00.000;ECS_H_1_1_P_MIECT_kWh;25330;0
2018-10-16 05:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;231.05;0
2018-10-16 05:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-10-16 05:00:00.000;LclTcnq22_E_2_5_P_MIEET_kWh;262293;0
2018-10-16 05:00:00.000;MtEclrg_E_2_1_P_MIEET_kWh;59527;0
2018-10-16 06:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4621;0
2018-10-16 06:00:00.000;Chdr_H_1_P_MIECT_kWh;192223;0
2018-10-16 06:00:00.000;Cll6_E_2_6_P_MIEET_kWh;41850;0
2018-10-16 06:00:00.000;Ctnr_W_1_2_P_MIVET_m3;1781.46;0
2018-10-16 06:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;7114;0
2018-10-16 06:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;2421;0
2018-10-16 06:00:00.000;ECS_H_1_1_P_MIECT_kWh;25330;0
2018-10-16 06:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;231.05;0
2018-10-16 06:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-10-16 06:00:00.000;LclTcnq22_E_2_5_P_MIEET_kWh;262293;0
2018-10-16 06:00:00.000;MtEclrg_E_2_1_P_MIEET_kWh;59527;0
2018-10-16 07:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4621;0
2018-10-16 07:00:00.000;Chdr_H_1_P_MIECT_kWh;192242;0
2018-10-16 07:00:00.000;Cll6_E_2_6_P_MIEET_kWh;41850;0
2018-10-16 07:00:00.000;Ctnr_W_1_2_P_MIVET_m3;1781.46;0
2018-10-16 07:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;7114;0
2018-10-16 07:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;2421;0
2018-10-16 07:00:00.000;ECS_H_1_1_P_MIECT_kWh;25330;0
2018-10-16 07:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;231.05;0
2018-10-16 07:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-10-16 07:00:00.000;LclTcnq22_E_2_5_P_MIEET_kWh;262293;0
2018-10-16 07:00:00.000;MtEclrg_E_2_1_P_MIEET_kWh;59527;0
2018-10-16 08:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4621;0
2018-10-16 08:00:00.000;Chdr_H_1_P_MIECT_kWh;192256;0
