ts;tagName;tagValue;quality
2018-04-29 10:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-29 11:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-29 11:00:00.000;Chdr_H_1_P_MIECT_kWh;160459;0
2018-04-29 11:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24005;0
2018-04-29 11:00:00.000;Ctnr_W_1_2_P_MIVET_m3;191.56;0
2018-04-29 11:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-29 11:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-29 11:00:00.000;ECS_H_1_1_P_MIECT_kWh;13795;0
2018-04-29 11:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.27;0
2018-04-29 11:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-29 12:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-29 12:00:00.000;Chdr_H_1_P_MIECT_kWh;160483;0
2018-04-29 12:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24008;0
2018-04-29 12:00:00.000;Ctnr_W_1_2_P_MIVET_m3;191.69;0
2018-04-29 12:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-29 12:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-29 12:00:00.000;ECS_H_1_1_P_MIECT_kWh;13805;0
2018-04-29 12:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.26;0
2018-04-29 12:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-29 13:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-29 13:00:00.000;Chdr_H_1_P_MIECT_kWh;160486;0
2018-04-29 13:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24013;0
2018-04-29 13:00:00.000;Ctnr_W_1_2_P_MIVET_m3;191.81;0
2018-04-29 13:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-29 13:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-29 13:00:00.000;ECS_H_1_1_P_MIECT_kWh;13805;0
2018-04-29 13:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.26;0
2018-04-29 13:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-29 14:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-29 14:00:00.000;Chdr_H_1_P_MIECT_kWh;160489;0
2018-04-29 14:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24019;0
2018-04-29 14:00:00.000;Ctnr_W_1_2_P_MIVET_m3;191.94;0
2018-04-29 14:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-29 14:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-29 14:00:00.000;ECS_H_1_1_P_MIECT_kWh;13805;0
2018-04-29 14:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.37;0
2018-04-29 14:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-29 15:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-29 15:00:00.000;Chdr_H_1_P_MIECT_kWh;160490;0
2018-04-29 15:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24022;0
2018-04-29 15:00:00.000;Ctnr_W_1_2_P_MIVET_m3;192.07;0
2018-04-29 15:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-29 15:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-29 15:00:00.000;ECS_H_1_1_P_MIECT_kWh;13805;0
2018-04-29 15:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.41;0
2018-04-29 15:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-29 16:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-29 16:00:00.000;Chdr_H_1_P_MIECT_kWh;160506;0
2018-04-29 16:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24028;0
2018-04-29 16:00:00.000;Ctnr_W_1_2_P_MIVET_m3;192.2;0
2018-04-29 16:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-29 16:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-29 16:00:00.000;ECS_H_1_1_P_MIECT_kWh;13814;0
2018-04-29 16:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.41;0
2018-04-29 16:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-29 17:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-29 17:00:00.000;Chdr_H_1_P_MIECT_kWh;160508;0
2018-04-29 17:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24031;0
2018-04-29 17:00:00.000;Ctnr_W_1_2_P_MIVET_m3;192.33;0
2018-04-29 17:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-29 17:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-29 17:00:00.000;ECS_H_1_1_P_MIECT_kWh;13814;0
2018-04-29 17:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.41;0
2018-04-29 17:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-29 18:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-29 18:00:00.000;Chdr_H_1_P_MIECT_kWh;160510;0
2018-04-29 18:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24035;0
2018-04-29 18:00:00.000;Ctnr_W_1_2_P_MIVET_m3;192.46;0
2018-04-29 18:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-29 18:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-29 18:00:00.000;ECS_H_1_1_P_MIECT_kWh;13814;0
2018-04-29 18:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.41;0
2018-04-29 18:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-29 19:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-29 19:00:00.000;Chdr_H_1_P_MIECT_kWh;160512;0
2018-04-29 19:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24035;0
2018-04-29 19:00:00.000;Ctnr_W_1_2_P_MIVET_m3;192.56;0
2018-04-29 19:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-29 19:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-29 19:00:00.000;ECS_H_1_1_P_MIECT_kWh;13814;0
2018-04-29 19:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.41;0
2018-04-29 19:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-29 20:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-29 20:00:00.000;Chdr_H_1_P_MIECT_kWh;160530;0
2018-04-29 20:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24046;0
2018-04-29 20:00:00.000;Ctnr_W_1_2_P_MIVET_m3;192.71;0
2018-04-29 20:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-29 20:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-29 20:00:00.000;ECS_H_1_1_P_MIECT_kWh;13823;0
2018-04-29 20:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.41;0
2018-04-29 20:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-29 21:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-29 21:00:00.000;Chdr_H_1_P_MIECT_kWh;160532;0
2018-04-29 21:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24051;0
2018-04-29 21:00:00.000;Ctnr_W_1_2_P_MIVET_m3;192.83;0
2018-04-29 21:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-29 21:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-29 21:00:00.000;ECS_H_1_1_P_MIECT_kWh;13823;0
2018-04-29 21:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.41;0
2018-04-29 21:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-29 22:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-29 22:00:00.000;Chdr_H_1_P_MIECT_kWh;160536;0
2018-04-29 22:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24058;0
2018-04-29 22:00:00.000;Ctnr_W_1_2_P_MIVET_m3;192.96;0
2018-04-29 22:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-29 22:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-29 22:00:00.000;ECS_H_1_1_P_MIECT_kWh;13823;0
2018-04-29 22:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.41;0
2018-04-29 22:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-29 23:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-29 23:00:00.000;Chdr_H_1_P_MIECT_kWh;160546;0
2018-04-29 23:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24061;0
2018-04-29 23:00:00.000;Ctnr_W_1_2_P_MIVET_m3;193.08;0
2018-04-29 23:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-29 23:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-29 23:00:00.000;ECS_H_1_1_P_MIECT_kWh;13823;0
2018-04-29 23:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.41;0
2018-04-29 23:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 00:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 00:00:00.000;Chdr_H_1_P_MIECT_kWh;160568;0
2018-04-30 00:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24070;0
2018-04-30 00:00:00.000;Ctnr_W_1_2_P_MIVET_m3;193.21;0
2018-04-30 00:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 00:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 00:00:00.000;ECS_H_1_1_P_MIECT_kWh;13834;0
2018-04-30 00:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.41;0
2018-04-30 00:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 01:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 01:00:00.000;Chdr_H_1_P_MIECT_kWh;160570;0
2018-04-30 01:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24074;0
2018-04-30 01:00:00.000;Ctnr_W_1_2_P_MIVET_m3;193.38;0
2018-04-30 01:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 01:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 01:00:00.000;ECS_H_1_1_P_MIECT_kWh;13834;0
2018-04-30 01:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.41;0
2018-04-30 01:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 02:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 02:00:00.000;Chdr_H_1_P_MIECT_kWh;160572;0
2018-04-30 02:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24076;0
2018-04-30 02:00:00.000;Ctnr_W_1_2_P_MIVET_m3;193.55;0
2018-04-30 02:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 02:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 02:00:00.000;ECS_H_1_1_P_MIECT_kWh;13834;0
2018-04-30 02:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.41;0
2018-04-30 02:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 03:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 03:00:00.000;Chdr_H_1_P_MIECT_kWh;160574;0
2018-04-30 03:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24080;0
2018-04-30 03:00:00.000;Ctnr_W_1_2_P_MIVET_m3;193.7;0
2018-04-30 03:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 03:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 03:00:00.000;ECS_H_1_1_P_MIECT_kWh;13834;0
2018-04-30 03:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.41;0
2018-04-30 03:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 04:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 04:00:00.000;Chdr_H_1_P_MIECT_kWh;160592;0
2018-04-30 04:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24083;0
2018-04-30 04:00:00.000;Ctnr_W_1_2_P_MIVET_m3;193.85;0
2018-04-30 04:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 04:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 04:00:00.000;ECS_H_1_1_P_MIECT_kWh;13843;0
2018-04-30 04:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.4;0
2018-04-30 04:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 05:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 05:00:00.000;Chdr_H_1_P_MIECT_kWh;160596;0
2018-04-30 05:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24087;0
2018-04-30 05:00:00.000;Ctnr_W_1_2_P_MIVET_m3;193.99;0
2018-04-30 05:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 05:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 05:00:00.000;ECS_H_1_1_P_MIECT_kWh;13843;0
2018-04-30 05:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.4;0
2018-04-30 05:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 06:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 06:00:00.000;Chdr_H_1_P_MIECT_kWh;160619;0
2018-04-30 06:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24090;0
2018-04-30 06:00:00.000;Ctnr_W_1_2_P_MIVET_m3;194.12;0
2018-04-30 06:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 06:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 06:00:00.000;ECS_H_1_1_P_MIECT_kWh;13843;0
2018-04-30 06:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.4;0
2018-04-30 06:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 07:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 07:00:00.000;Chdr_H_1_P_MIECT_kWh;160639;0
2018-04-30 07:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24092;0
2018-04-30 07:00:00.000;Ctnr_W_1_2_P_MIVET_m3;194.25;0
2018-04-30 07:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 07:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 07:00:00.000;ECS_H_1_1_P_MIECT_kWh;13843;0
2018-04-30 07:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.4;0
2018-04-30 07:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 08:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 08:00:00.000;Chdr_H_1_P_MIECT_kWh;160680;0
2018-04-30 08:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24099;0
2018-04-30 08:00:00.000;Ctnr_W_1_2_P_MIVET_m3;194.38;0
2018-04-30 08:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 08:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 08:00:00.000;ECS_H_1_1_P_MIECT_kWh;13853;0
2018-04-30 08:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.4;0
2018-04-30 08:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 09:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 09:00:00.000;Chdr_H_1_P_MIECT_kWh;160698;0
2018-04-30 09:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24103;0
2018-04-30 09:00:00.000;Ctnr_W_1_2_P_MIVET_m3;194.51;0
2018-04-30 09:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 09:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 09:00:00.000;ECS_H_1_1_P_MIECT_kWh;13853;0
2018-04-30 09:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.4;0
2018-04-30 09:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 10:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 10:00:00.000;Chdr_H_1_P_MIECT_kWh;160722;0
2018-04-30 10:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24108;0
2018-04-30 10:00:00.000;Ctnr_W_1_2_P_MIVET_m3;194.64;0
2018-04-30 10:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 10:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 10:00:00.000;ECS_H_1_1_P_MIECT_kWh;13853;0
2018-04-30 10:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.4;0
2018-04-30 10:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 11:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 11:00:00.000;Chdr_H_1_P_MIECT_kWh;160741;0
2018-04-30 11:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24112;0
2018-04-30 11:00:00.000;Ctnr_W_1_2_P_MIVET_m3;194.77;0
2018-04-30 11:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 11:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 11:00:00.000;ECS_H_1_1_P_MIECT_kWh;13853;0
2018-04-30 11:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.43;0
2018-04-30 11:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 12:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 12:00:00.000;Chdr_H_1_P_MIECT_kWh;160763;0
2018-04-30 12:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24116;0
2018-04-30 12:00:00.000;Ctnr_W_1_2_P_MIVET_m3;194.9;0
2018-04-30 12:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 12:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 12:00:00.000;ECS_H_1_1_P_MIECT_kWh;13862;0
2018-04-30 12:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.43;0
2018-04-30 12:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 13:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 13:00:00.000;Chdr_H_1_P_MIECT_kWh;160782;0
2018-04-30 13:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24119;0
2018-04-30 13:00:00.000;Ctnr_W_1_2_P_MIVET_m3;195.03;0
2018-04-30 13:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 13:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 13:00:00.000;ECS_H_1_1_P_MIECT_kWh;13863;0
2018-04-30 13:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.43;0
2018-04-30 13:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 14:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 14:00:00.000;Chdr_H_1_P_MIECT_kWh;160794;0
2018-04-30 14:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24127;0
2018-04-30 14:00:00.000;Ctnr_W_1_2_P_MIVET_m3;195.16;0
2018-04-30 14:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 14:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 14:00:00.000;ECS_H_1_1_P_MIECT_kWh;13863;0
2018-04-30 14:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.56;0
2018-04-30 14:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 15:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 15:00:00.000;Chdr_H_1_P_MIECT_kWh;160808;0
2018-04-30 15:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24132;0
2018-04-30 15:00:00.000;Ctnr_W_1_2_P_MIVET_m3;195.29;0
2018-04-30 15:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 15:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 15:00:00.000;ECS_H_1_1_P_MIECT_kWh;13863;0
2018-04-30 15:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.56;0
2018-04-30 15:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 16:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 16:00:00.000;Chdr_H_1_P_MIECT_kWh;160830;0
2018-04-30 16:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24137;0
2018-04-30 16:00:00.000;Ctnr_W_1_2_P_MIVET_m3;195.41;0
2018-04-30 16:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 16:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 16:00:00.000;ECS_H_1_1_P_MIECT_kWh;13872;0
2018-04-30 16:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.56;0
2018-04-30 16:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 17:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 17:00:00.000;Chdr_H_1_P_MIECT_kWh;160837;0
2018-04-30 17:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24141;0
2018-04-30 17:00:00.000;Ctnr_W_1_2_P_MIVET_m3;195.54;0
2018-04-30 17:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 17:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 17:00:00.000;ECS_H_1_1_P_MIECT_kWh;13872;0
2018-04-30 17:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.56;0
2018-04-30 17:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 18:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 18:00:00.000;Chdr_H_1_P_MIECT_kWh;160848;0
2018-04-30 18:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24147;0
2018-04-30 18:00:00.000;Ctnr_W_1_2_P_MIVET_m3;195.67;0
2018-04-30 18:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 18:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 18:00:00.000;ECS_H_1_1_P_MIECT_kWh;13872;0
2018-04-30 18:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.57;0
2018-04-30 18:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 19:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 19:00:00.000;Chdr_H_1_P_MIECT_kWh;160858;0
2018-04-30 19:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24154;0
2018-04-30 19:00:00.000;Ctnr_W_1_2_P_MIVET_m3;195.79;0
2018-04-30 19:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 19:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 19:00:00.000;ECS_H_1_1_P_MIECT_kWh;13872;0
2018-04-30 19:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.58;0
2018-04-30 19:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 20:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 20:00:00.000;Chdr_H_1_P_MIECT_kWh;160883;0
2018-04-30 20:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24161;0
2018-04-30 20:00:00.000;Ctnr_W_1_2_P_MIVET_m3;195.94;0
2018-04-30 20:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 20:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 20:00:00.000;ECS_H_1_1_P_MIECT_kWh;13882;0
2018-04-30 20:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.62;0
2018-04-30 20:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 21:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 21:00:00.000;Chdr_H_1_P_MIECT_kWh;160893;0
2018-04-30 21:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24168;0
2018-04-30 21:00:00.000;Ctnr_W_1_2_P_MIVET_m3;196.02;0
2018-04-30 21:00:00.000;Dprt_Csn_E_3_2_P_MIEET_kWh;0;0
2018-04-30 21:00:00.000;Dprt_Rstrnt_E_3_1_P_MIEET_kWh;0;0
2018-04-30 21:00:00.000;ECS_H_1_1_P_MIECT_kWh;13882;0
2018-04-30 21:00:00.000;ECS_W_1_1_1_1_P_MIVET_m3;119.63;0
2018-04-30 21:00:00.000;LclTcnq12_E_2_3_P_MIEET_kWh;0;0
2018-04-30 22:00:00.000;AtlrDpt_E_2_4_P_MIEET_kWh;4551;0
2018-04-30 22:00:00.000;Chdr_H_1_P_MIECT_kWh;160927;0
2018-04-30 22:00:00.000;Cll6_E_2_6_P_MIEET_kWh;24177;0
2018-04-30 22:00:00.000;Ctnr_W_1_2_P_MIVET_m3;196.19;0
